Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major
4,4,4,5,5,3,5,5,5,4,5,5,5,5,5,8252,11716,6255,4992,4774,10109,4508,4118,5351,6380,17363,4976,4977,4336,3635,3,102,3421,6,4,7,7,5,7,7,1,5,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,2,3,2,1,19,1,4,1,5,2,1,3,
1,1,1,1,4,2,1,1,1,1,1,1,1,1,4,3341,6001,920,4494,11657,8238,4194,2505,2123,1836,3970,2621,2528,5803,4605,5,67,66,1,3,1,1,7,3,5,6,7,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,1,16,2,2,1,4,2,1,2,
3,2,1,1,2,3,2,1,1,5,3,1,2,1,5,6866,5576,2136,5536,6792,12856,18392,2930,3638,4192,10856,6392,5048,6880,5967,4,106,118,5,2,2,3,5,5,7,7,6,2,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,2,2,1,1,21,1,1,1,4,1,1,2,Library Science
5,4,2,2,2,5,4,2,3,5,5,3,2,2,5,3218,6247,3213,8297,4626,5912,4439,2417,5427,5804,3560,5840,4169,4024,4540,7,72,123,2,3,5,1,7,3,3,3,6,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,1,2,1,22,1,2,2,5,1,1,2,Biochemistry
5,5,1,3,5,5,5,3,5,5,5,5,3,4,5,6023,7903,5839,6180,5453,5024,4372,4320,3775,17886,2217,4961,3856,29143,18350,3,130,144,3,6,5,6,7,4,6,7,6,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,0,1,1,43,1,5,1,4,2,2,2,engineering
3,2,1,1,1,1,5,1,3,4,3,4,2,3,3,12923,18947,12114,10154,11976,8606,10300,16716,14776,15654,7789,15069,9539,10861,12049,62,189,368,1,5,7,7,6,7,6,6,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,1,1,58,1,4,1,4,1,2,6,
3,2,1,2,3,4,2,3,3,5,3,2,2,2,4,15009,14741,6000,27408,5191,9218,10231,3461,12747,9656,39384,5731,6152,7462,5162,950,245,132,2,4,3,3,6,7,5,5,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,15,1,1,1,1,2,1,2,
1,1,1,1,1,1,1,1,1,2,2,1,1,2,4,6587,7213,3310,4842,6253,7189,4993,3453,3239,1869,8960,6241,3370,7570,5690,5,83,129,4,6,5,3,6,7,2,3,6,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,17,1,1,2,4,2,1,2,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6331,3867,6007,1742,1972,2440,6141,1202,1864,3315,5563,5229,2860,2920,1178,8355,57,100,2,6,5,7,2,5,4,5,3,2,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,15,2,2,4,5,2,1,2,
1,1,1,1,4,1,3,1,1,4,2,1,1,1,5,6939,15355,4091,10204,64572,32464,19423,2753,5774,33312,7034,37105,5540,9421,62357,3,323,211,2,6,7,4,5,5,6,1,6,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,17,1,6,1,4,2,1,2,
3,4,5,4,5,4,3,4,1,5,5,3,4,5,5,7163,69826,21928,7408,9400,9792,11328,80936,12927,27808,9728,9920,17424,5024,4832,59,309,241,7,2,7,2,7,5,7,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,18,1,1,1,4,2,1,2,
4,1,2,2,3,2,2,2,3,3,2,2,1,4,3,17659,9110,1790,4412,6000,7077,4992,3031,7076,8166,4921,8017,6793,8653,4830,740,104,162,2,5,4,3,4,6,5,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,21,2,6,1,4,2,1,2,Criminal Justice
3,1,1,4,4,1,1,1,2,5,4,1,1,4,5,14468,8221,7586,7308,6857,27330,12214,2914,7267,17752,19032,12886,8425,8299,5181,6,4033,112,7,1,7,1,7,5,5,0,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,2,1,2,15,1,2,1,4,2,1,2,
4,4,4,5,4,4,1,3,1,5,4,1,4,5,4,8318,3182,4019,6439,4145,4038,14565,8195,2019,6127,5961,5315,5688,3871,5446,2,89,87,1,5,1,7,7,7,6,6,1,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,2,1,1,15,1,1,5,4,2,1,2,
4,1,1,3,2,2,4,1,1,4,4,2,1,1,5,4289,2213,3355,3342,2354,3214,4434,3542,1490,3516,7611,3918,1777,5984,2216,2,57,117,1,3,1,7,5,7,5,6,2,3,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,2,2,2,1,26,2,2,3,4,1,1,2,Sociology
1,3,1,3,4,2,2,2,4,4,2,2,2,4,5,17469,5587,2154,6118,3851,4573,4125,1839,6757,5000,9014,8080,1738,6037,4360,3,88,121,5,7,3,3,5,1,1,6,3,3,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,2,2,1,15,1,2,3,4,2,1,5,
2,1,1,1,4,1,1,1,1,1,1,1,1,1,4,20608,4051,3084,3084,5473,10353,5368,7291,9038,8132,5219,6574,5401,4422,11064,11,112,122,1,7,6,5,7,7,4,2,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,19,1,2,1,4,2,1,2,Psycology
4,2,1,2,2,5,3,2,1,4,5,4,4,5,4,8230,7560,3570,12417,6775,4971,10064,18514,4317,17802,5960,8728,1812,9820,5241,3,132,180,1,5,6,7,6,7,2,5,1,5,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,2,2,2,15,1,2,2,5,2,1,2,
5,4,1,2,4,4,4,1,3,5,3,2,1,2,5,7082,11317,4183,7071,5937,6306,7309,2908,5211,8995,6411,4594,3213,9140,6133,898,97,121,3,7,7,4,6,7,1,2,6,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,1,1,1,17,1,6,1,4,2,1,2,
3,4,4,2,4,1,2,4,2,2,3,3,5,5,4,6427,7962,5968,8759,23160,12080,6263,3561,5687,5880,7440,6888,4192,8119,5969,197,119,272,5,7,4,2,6,6,6,5,7,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,21,1,1,1,4,1,1,2,Informatics-Automatic with Robotics-Electorni
3,3,1,1,3,2,4,1,1,4,3,2,1,1,5,4621,2565,3379,2091,3586,3135,3230,2664,4854,2577,3170,4602,1764,5341,3058,5,53,79,1,4,5,4,5,6,3,5,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,3,2,1,15,1,1,4,1,2,1,3,
5,4,1,2,2,1,3,3,2,1,4,2,3,4,5,11086,7602,2020,6778,4193,4195,10870,2830,7510,6608,5776,7840,4231,4141,3130,519,90,139,2,7,3,4,7,6,1,7,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,2,15,1,4,2,1,2,1,3,
4,1,1,4,5,2,1,1,3,4,5,2,2,4,5,7872,6644,3571,5487,5813,8538,6915,2610,6181,10312,46956,12217,5241,8535,3181,227,143,96,5,6,6,6,7,1,7,1,3,6,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,2,2,2,18,2,1,2,4,2,1,3,
5,4,1,4,5,5,2,1,5,1,5,4,1,5,5,6167,10984,4584,9842,4930,5761,12334,2800,4420,18908,3514,6908,5095,5767,5169,15,108,125,2,5,6,5,6,7,7,5,6,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,1,47,1,4,1,5,1,3,4,
4,2,3,3,4,3,1,5,4,2,1,1,2,4,4,6100,11848,5128,3782,7278,5506,4493,5260,6380,21978,20451,3597,2681,5635,5060,4,117,99,2,1,6,7,7,7,7,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,17,1,2,5,4,2,1,2,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5265,2183,1740,1800,1417,1223,1356,1082,1822,1751,1262,2638,828,1045,1104,4,29,124,1,1,5,6,5,7,6,6,3,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,65,1,2,1,4,2,2,4,Education
1,5,1,1,1,1,1,1,3,3,3,3,1,1,3,12247,26411,8941,10022,17637,10712,11560,6324,14878,31986,9160,14388,10030,10621,11228,2,207,401,6,6,3,7,1,2,2,1,1,7,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,3,1,1,1,55,2,4,1,4,1,2,4,medical assistant
5,5,2,5,5,5,5,3,4,4,5,4,3,5,5,5666,10165,6458,4958,6473,5688,7834,3720,13305,6918,6951,4399,4525,10848,6225,8,106,139,3,5,5,6,6,5,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,14,1,7,1,3,2,1,4,
3,3,1,2,2,1,3,2,0,5,4,3,2,3,5,10856,11557,7753,9051,5902,4811,15232,3007,0,9288,8024,12132,1247,5524,4786,8,115,177,2,5,3,5,6,4,2,7,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,16,1,6,4,4,2,1,1,
3,4,3,2,4,3,3,3,3,5,4,4,2,5,5,520992,70120,11200,37216,37136,92976,47680,18735,9824,41808,42809,24637,53363,14625,11591,9,1045,316,2,2,3,3,6,7,4,6,6,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,2,1,29,1,12,5,4,1,1,3,interdisciplinary studies
2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,8885,10050,5786,10386,15233,26273,8046,9359,7511,6857,9980,7883,7257,9904,4209,30,152,219,1,6,5,4,7,7,2,2,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,3,1,22,1,2,2,4,1,1,3,Psychology
3,3,1,3,2,3,4,1,1,3,2,4,1,1,5,5516,4995,3504,5467,5101,5516,3967,3652,3200,6167,4634,4816,2149,3902,3300,1,68,74,2,7,4,3,5,6,2,6,4,4,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,4,0,2,2,24,2,12,5,5,2,1,1,law
5,5,2,5,4,5,4,4,5,5,5,5,2,4,5,6524,8529,10073,6392,10731,6784,8058,4192,5249,8105,5232,19331,8969,4920,4200,3,119,176,1,6,6,2,6,5,2,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,16,1,7,1,4,2,1,1,
5,1,3,3,4,1,1,5,1,5,3,1,1,4,5,11053,3879,7108,3647,7411,6012,5429,2539,3063,3388,7561,2852,2367,5046,3435,52,76,102,6,6,2,6,7,5,5,5,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,20,1,4,2,5,2,1,1,
3,2,4,4,4,3,3,0,4,4,4,3,3,4,4,24328,43755,23150,8918,11423,9720,16239,0,53518,56109,11161,28167,11827,7594,6197,52,316,338,6,2,5,5,6,3,6,5,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,16,3,2,2,4,2,1,5,
1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,7122,5524,5253,11528,963,5462,3862,2672,4295,6651,5428,5259,5706,6080,5840,4,83,146,4,2,6,1,6,6,5,2,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,4,2,1,2,46,1,1,1,4,1,2,4,electronics
2,4,1,1,3,4,5,1,1,5,5,1,1,3,5,10053,15647,4784,4003,7609,6285,4918,5489,3660,8957,7767,9920,5344,9446,5774,4,111,217,1,5,5,5,6,6,5,2,4,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,20,1,2,1,5,2,2,2,
5,3,4,3,3,4,3,1,1,4,4,3,1,2,5,8975,22337,6565,14975,11489,8741,16524,3471,9381,7638,12283,21157,9351,23275,9032,6,311,151,4,5,3,5,6,5,7,5,3,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,20,1,12,1,4,2,1,2,Peace and Development
5,5,3,4,4,5,5,3,5,4,4,3,3,5,5,25729,15630,10680,9846,17661,10867,9199,5645,17358,9820,10653,18942,8237,11454,8626,13,192,244,4,6,4,4,7,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,29,1,1,1,4,2,1,2,Philosophy
5,4,4,3,5,4,2,4,2,4,5,4,3,4,5,13406,10547,7357,8497,6381,7120,17323,3581,4694,8501,4170,29113,7823,11735,9459,7,151,171,6,5,7,1,6,5,4,5,4,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,1,20,1,6,1,4,2,1,1,none
2,3,2,5,5,4,4,2,2,5,4,3,1,5,5,17952,30488,44864,19016,11248,15720,1439,37410,12631,9713,17391,19761,14472,13583,12425,4191,279,351,2,5,4,4,5,5,4,4,5,4,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,3,3,2,2,27,1,2,1,4,1,1,1,law
3,2,3,1,2,2,5,4,2,2,5,4,1,2,5,5960,1520,14471,4239,4456,3456,6024,3392,3857,5615,6497,4295,5657,3593,3542,401,80,117,5,5,7,5,7,1,6,4,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,23,1,1,1,4,1,1,2,
3,4,3,3,5,2,3,2,3,5,4,4,1,5,5,5799,15426,7224,5537,13183,9766,5313,4463,11479,5977,8943,19872,4584,4216,3991,6,127,96,3,6,1,7,7,5,5,7,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,18,1,1,2,4,1,1,2,psychology
4,1,1,1,1,3,3,1,1,3,3,3,1,3,4,8030,10528,5417,11871,3810,8729,6213,2698,6984,11666,6287,3879,2005,6315,4760,3,101,199,1,6,4,4,7,6,2,6,7,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,1,2,35,1,2,1,4,2,1,2,Social Science
4,4,1,2,4,4,3,1,3,3,4,4,2,4,5,5191,4798,4497,5823,4088,5936,5464,3904,4560,8264,4789,7936,7368,6000,6681,4,87,147,1,5,4,7,7,4,3,4,3,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,0,1,1,49,1,7,1,4,2,1,3,biology
4,4,2,2,3,3,4,2,1,3,4,4,2,3,4,7419,6001,6463,6915,5731,6825,6696,7004,9086,6143,5967,6081,7029,9345,14990,2,113,134,4,5,6,2,6,4,3,5,4,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,31,1,1,1,4,2,1,2,
4,2,5,3,4,4,2,5,4,4,3,2,5,3,5,6228,6572,8408,2620,3585,3041,6678,2412,2251,12913,10175,2873,4902,5495,5207,8,85,114,3,1,5,6,7,6,7,5,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,3,1,16,1,2,5,4,2,1,2,
4,1,3,2,2,4,5,5,2,5,5,5,3,3,5,812443,147516,15423,8282,16917,91706,8138,6418,10744,8493,13452,11545,15387,11318,18837,3,1198,289,5,5,6,5,7,2,4,1,6,6,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,1,2,2,20,1,2,1,4,2,1,2,public health 
1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5151,5914,3958,6291,3651,7325,5558,2286,5365,9104,7804,3661,5116,9870,6092,17,91,68,1,2,7,4,7,6,7,3,7,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,1,19,1,2,2,4,2,1,1,Computer Science
2,3,1,1,4,1,2,2,2,2,4,5,1,4,5,5648,11175,4048,5583,3160,9089,5744,4016,6736,8473,6879,3968,7264,6496,2719,18,92,111,2,3,5,3,6,7,6,5,6,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,1,1,26,1,6,1,4,1,1,2,History
5,2,5,3,3,5,3,5,1,4,5,3,3,5,5,5700,3993,6053,4109,6122,8433,5156,3625,5236,7069,9183,6193,5508,5014,3352,5,86,127,1,5,3,7,6,7,5,6,2,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,17,1,2,2,4,2,1,2,
4,4,2,1,5,5,1,5,4,5,5,1,4,5,5,27948,15808,17299,10086,7785,8473,18058,5418,10987,7046,9174,67319,12634,7140,6522,8,234,227,2,7,7,7,7,4,3,2,1,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,68,1,2,1,4,2,2,3,
3,1,1,1,2,1,1,1,1,1,1,1,1,2,3,8878,5587,3132,3752,8349,4433,76013,2495,4329,3153,5679,432,11260,6044,5505,2,146,211,3,7,5,5,7,7,3,5,7,4,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,2,1,1,2,22,1,2,1,4,1,1,1,Biology
4,1,2,4,5,3,1,3,1,5,4,1,2,3,5,7903,5360,2698,4397,5158,4512,5487,3523,3242,3798,7218,4645,4345,7053,2858,9,74,115,1,6,7,6,5,7,7,1,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,19,1,1,1,4,2,1,3,Communication Studies 
4,4,1,3,3,4,4,2,3,4,3,3,1,1,4,13517,13590,4938,12369,7877,5918,11908,8098,4782,12449,7637,6185,4983,5236,4727,7,126,227,6,2,6,1,6,2,7,3,6,4,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,2,1,2,1,47,2,6,1,4,2,2,3,
4,3,5,1,2,3,2,5,4,4,2,2,4,4,4,6599,4599,8078,4592,3514,5466,2760,3403,4181,4214,5611,8301,6148,3695,3186,3,75,112,5,5,6,1,6,5,3,2,6,3,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,1,1,1,35,1,12,1,4,1,2,3,Statistics
5,3,1,3,5,5,4,1,2,4,3,4,1,3,5,5312,8459,3559,7527,4401,4209,5154,2320,9657,9457,8698,5084,2604,8317,3028,2,89,145,2,5,3,6,4,5,6,5,3,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,1,1,19,1,12,1,1,2,1,3,Pre-Med
4,2,1,1,1,1,1,1,1,5,2,1,1,1,5,8842,9247,3489,4293,7614,7472,5286,2479,3124,4692,7108,8728,6627,4007,4616,28,89,133,7,5,2,3,2,1,7,6,5,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,2,1,1,17,1,1,1,4,2,1,2,
1,3,3,4,4,4,5,4,4,4,4,4,4,4,4,8541,19423,6137,13832,5374,4192,6570,6395,6102,4172,8402,5763,2771,22713,3654,14,125,237,2,5,7,6,6,7,6,1,5,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,3,3,2,25,2,4,2,1,2,1,4,architecture
4,5,4,3,5,2,5,5,4,5,4,5,5,5,5,9529,16513,5122,6899,6200,16057,5518,3781,4134,5216,7343,9596,6001,4807,4627,47,114,147,3,5,1,7,6,7,7,5,3,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,3,1,17,2,1,5,4,2,1,1,
3,1,1,1,1,4,1,1,1,2,2,1,1,1,4,5862,14745,3358,9689,4100,3970,3564,2315,2504,6124,7868,4749,3247,7263,8810,454,89,131,6,1,7,1,7,1,6,1,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,2,35,1,2,1,4,2,1,4,Linguistics
4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,7508,7018,3422,2926,2737,6551,8191,2631,2645,4280,13012,8034,1767,3542,5574,3,81,145,1,6,5,5,6,7,3,5,6,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,2,1,28,1,2,5,5,1,2,2,Philosophy
5,1,1,1,5,1,1,1,1,5,1,1,1,5,5,24314,5571,4121,43255,18550,19694,6798,3466,6332,11799,5756,8936,3503,43855,14498,69,230,294,1,6,7,6,7,7,7,7,5,5,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,1,1,1,36,1,2,1,4,1,2,4,computer science engineering
5,3,1,3,4,3,1,1,3,5,5,3,1,4,5,5419,10512,6735,4681,4351,5640,6560,2240,6591,7616,3824,4535,5992,6096,3977,5,85,120,1,1,7,7,7,7,3,7,1,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,42,1,4,1,4,1,2,2,
5,3,3,4,4,5,2,4,2,4,4,4,2,4,5,3836,3028,6707,3190,2822,2521,3653,1420,6440,2536,3355,3595,3150,4015,2247,6,54,104,5,7,7,5,7,3,7,4,5,3,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,4,2,2,1,25,1,1,5,4,2,1,2,Science
4,5,2,4,4,4,2,3,1,4,4,2,1,2,4,8586,2028,4038,2134,1181,3241,3765,6126,3624,2754,3752,3579,5468,3915,2294,734,58,75,5,6,3,4,5,3,5,6,4,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,1,2,23,1,1,1,4,1,1,2,Environmental Engineering
1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,6181,5173,1901,3966,7739,4143,2971,2581,3017,3218,1666,2716,2300,2384,3217,13,54,169,5,1,6,2,6,5,7,1,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,57,2,12,1,4,2,3,5,biotechnology
1,5,2,1,5,1,5,5,0,5,5,5,1,1,5,5158,12998,10926,6964,4611,4664,4969,3220,0,13584,5493,6827,4638,7838,3469,28,98,192,7,7,1,7,7,1,7,7,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,2,21,2,2,1,4,1,1,1,Law
1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,8368,7703,3256,4384,4473,4087,4240,2576,6344,4696,8095,6649,13992,4569,5032,4,89,143,1,5,7,1,5,7,1,2,6,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,1,18,1,2,1,4,2,1,2,
3,4,2,1,4,3,4,2,2,5,3,4,2,4,5,6203,5804,5846,5102,4579,6777,6412,4499,8955,5492,7747,6556,5765,5593,4407,271,91,111,5,1,3,2,6,5,7,6,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,23,1,7,1,4,2,1,3,Health
5,5,3,4,5,5,0,5,3,5,5,5,3,3,5,7699,6065,7150,6236,11017,3766,0,5535,6100,5717,5784,5133,6484,7317,3883,21,91,179,6,6,7,5,7,3,2,4,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,42,1,2,1,4,2,2,1,Engineering
3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7919,8432,3776,6096,4136,6616,4704,2800,3472,7640,8520,4688,4936,4824,3528,236,83,135,1,5,4,5,7,6,4,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,32,2,12,1,4,2,2,2,
5,5,4,3,3,5,4,5,5,5,5,5,5,5,5,5518,5879,6802,7258,5245,5895,6061,4132,4659,6346,5966,4908,6421,4646,3757,2,85,190,5,7,5,6,6,3,3,5,2,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,1,1,47,1,3,2,4,2,2,2,"M.Ed, BFA"
5,3,3,4,3,5,3,5,4,5,4,3,1,4,5,8163,6924,6956,6174,7274,4176,4776,2850,5839,4758,5646,4808,7384,4912,3982,482,86,143,3,7,6,5,6,7,7,5,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,24,1,1,1,5,2,1,2,psychology
5,3,1,2,1,5,2,3,4,5,5,3,1,1,5,8006,5368,4076,6112,3929,3725,5675,3771,4104,5394,6646,5509,4007,5292,6010,427,79,119,2,7,4,2,7,7,5,7,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,18,1,2,1,4,2,1,2,
1,1,1,1,1,1,1,1,3,1,1,2,1,1,4,7101,9024,4679,38718,4781,3259,6315,2590,16427,7837,5130,22994,6635,11381,10160,16,159,222,6,4,5,5,6,5,7,2,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,75,2,2,2,4,1,2,2,civil engineering
5,1,3,4,5,4,1,5,1,4,4,1,1,3,2,92946,9812,37657,10313,7040,12956,7254,3811,6119,19163,10617,13996,8718,7519,11684,267,263,9,4,4,4,5,5,6,6,5,2,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,2,2,1,20,1,12,2,1,2,1,2,Economics
1,1,1,2,3,1,2,1,1,4,3,1,1,2,3,7715,16795,13773,25551,26577,9619,11449,9563,5320,12231,16336,22726,8695,8603,18884,6,218,242,3,2,6,5,5,6,6,3,5,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,2,2,1,17,1,4,1,4,2,1,7,
4,3,4,2,2,2,2,1,1,2,3,2,1,2,4,10988,5164,7774,1230,4058,8928,7296,1736,4211,5223,6967,3478,2863,4216,7674,6,83,177,3,5,5,3,6,5,4,5,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2,3,2,2,16,1,7,1,1,2,1,3,
4,2,1,2,5,2,1,1,1,2,4,2,1,4,5,11822,10508,4174,5115,5121,7654,4816,1800,2350,5919,6112,4932,5047,4742,2694,19,84,120,3,2,7,6,3,6,7,2,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,25,1,6,1,4,1,1,2,Business
5,3,1,1,4,2,3,1,1,4,2,1,1,4,4,6650,4399,4682,2464,5298,4312,8417,2607,2722,6927,6179,4338,2056,5640,4151,521,72,79,1,7,3,7,7,3,4,6,2,2,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,2,2,17,1,1,1,5,2,1,1,
1,1,4,1,5,1,1,5,1,4,1,1,1,1,4,7972,9317,5149,9983,7950,5448,7020,3969,6707,5853,5430,7200,6397,6951,8702,1,107,196,7,6,5,2,7,2,5,6,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,15,1,4,1,4,2,1,3,
3,5,3,4,2,1,4,4,2,2,0,4,2,0,3,10900,7139,6276,9444,534,226,577,176,1588,724,0,604,1543,0,842,3,41,98,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,28,3,11,2,4,1,2,98,your mom
3,4,2,3,5,3,2,1,1,4,3,3,3,5,5,4589,6992,5776,3107,4101,4662,5360,2851,3219,5434,7477,4089,5653,4296,3182,729,71,84,4,6,1,6,5,4,1,7,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,3,1,16,1,2,2,4,2,1,3,
2,1,1,3,2,1,1,1,1,4,2,1,1,1,4,9927,7763,6762,5402,29252,5540,3705,3301,12956,8507,9113,7376,2753,7958,7870,4209,132,119,1,2,4,4,7,6,7,2,6,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,2,1,24,1,2,2,4,2,1,2,nursing
