"Count","Month","Sex","Type"
400,2021-06-01,"Male","Illicit Drug Offences"
397,2021-07-01,"Male","Illicit Drug Offences"
378,2021-08-01,"Male","Illicit Drug Offences"
328,2021-09-01,"Male","Illicit Drug Offences"
313,2021-10-01,"Male","Illicit Drug Offences"
312,2021-11-01,"Male","Illicit Drug Offences"
302,2021-12-01,"Male","Illicit Drug Offences"
321,2022-01-01,"Male","Illicit Drug Offences"
260,2022-02-01,"Male","Illicit Drug Offences"
357,2022-03-01,"Male","Illicit Drug Offences"
302,2022-04-01,"Male","Illicit Drug Offences"
343,2022-05-01,"Male","Illicit Drug Offences"
327,2022-06-01,"Male","Illicit Drug Offences"
316,2022-07-01,"Male","Illicit Drug Offences"
360,2022-08-01,"Male","Illicit Drug Offences"
324,2022-09-01,"Male","Illicit Drug Offences"
344,2022-10-01,"Male","Illicit Drug Offences"
342,2022-11-01,"Male","Illicit Drug Offences"
12,2014-07-01,"Female","Miscellaneous Offences"
14,2014-08-01,"Female","Miscellaneous Offences"
15,2014-09-01,"Female","Miscellaneous Offences"
9,2014-10-01,"Female","Miscellaneous Offences"
15,2014-11-01,"Female","Miscellaneous Offences"
14,2014-12-01,"Female","Miscellaneous Offences"
15,2015-01-01,"Female","Miscellaneous Offences"
15,2015-02-01,"Female","Miscellaneous Offences"
14,2015-03-01,"Female","Miscellaneous Offences"
14,2015-04-01,"Female","Miscellaneous Offences"
16,2015-05-01,"Female","Miscellaneous Offences"
10,2015-06-01,"Female","Miscellaneous Offences"
19,2015-07-01,"Female","Miscellaneous Offences"
8,2015-08-01,"Female","Miscellaneous Offences"
14,2015-09-01,"Female","Miscellaneous Offences"
10,2015-10-01,"Female","Miscellaneous Offences"
14,2015-11-01,"Female","Miscellaneous Offences"
8,2015-12-01,"Female","Miscellaneous Offences"
14,2016-01-01,"Female","Miscellaneous Offences"
12,2016-02-01,"Female","Miscellaneous Offences"
10,2016-03-01,"Female","Miscellaneous Offences"
13,2016-04-01,"Female","Miscellaneous Offences"
19,2016-05-01,"Female","Miscellaneous Offences"
10,2016-06-01,"Female","Miscellaneous Offences"
10,2016-07-01,"Female","Miscellaneous Offences"
11,2016-08-01,"Female","Miscellaneous Offences"
6,2016-09-01,"Female","Miscellaneous Offences"
11,2016-10-01,"Female","Miscellaneous Offences"
10,2016-11-01,"Female","Miscellaneous Offences"
15,2016-12-01,"Female","Miscellaneous Offences"
13,2017-01-01,"Female","Miscellaneous Offences"
13,2017-02-01,"Female","Miscellaneous Offences"
7,2017-03-01,"Female","Miscellaneous Offences"
14,2017-04-01,"Female","Miscellaneous Offences"
14,2017-05-01,"Female","Miscellaneous Offences"
8,2017-06-01,"Female","Miscellaneous Offences"
9,2017-07-01,"Female","Miscellaneous Offences"
10,2017-08-01,"Female","Miscellaneous Offences"
17,2017-09-01,"Female","Miscellaneous Offences"
13,2017-10-01,"Female","Miscellaneous Offences"
11,2017-11-01,"Female","Miscellaneous Offences"
15,2017-12-01,"Female","Miscellaneous Offences"
9,2018-01-01,"Female","Miscellaneous Offences"
10,2018-02-01,"Female","Miscellaneous Offences"
11,2018-03-01,"Female","Miscellaneous Offences"
12,2018-04-01,"Female","Miscellaneous Offences"
8,2018-05-01,"Female","Miscellaneous Offences"
13,2018-06-01,"Female","Miscellaneous Offences"
11,2018-07-01,"Female","Miscellaneous Offences"
11,2018-08-01,"Female","Miscellaneous Offences"
10,2018-09-01,"Female","Miscellaneous Offences"
11,2018-10-01,"Female","Miscellaneous Offences"
8,2018-11-01,"Female","Miscellaneous Offences"
9,2018-12-01,"Female","Miscellaneous Offences"
13,2019-01-01,"Female","Miscellaneous Offences"
7,2019-02-01,"Female","Miscellaneous Offences"
13,2019-03-01,"Female","Miscellaneous Offences"
13,2019-04-01,"Female","Miscellaneous Offences"
7,2019-05-01,"Female","Miscellaneous Offences"
9,2019-06-01,"Female","Miscellaneous Offences"
13,2019-07-01,"Female","Miscellaneous Offences"
4,2019-08-01,"Female","Miscellaneous Offences"
7,2019-09-01,"Female","Miscellaneous Offences"
11,2019-10-01,"Female","Miscellaneous Offences"
7,2019-11-01,"Female","Miscellaneous Offences"
13,2019-12-01,"Female","Miscellaneous Offences"
11,2020-01-01,"Female","Miscellaneous Offences"
5,2020-02-01,"Female","Miscellaneous Offences"
17,2020-03-01,"Female","Miscellaneous Offences"
83,2020-04-01,"Female","Miscellaneous Offences"
15,2020-05-01,"Female","Miscellaneous Offences"
12,2020-06-01,"Female","Miscellaneous Offences"
4,2020-07-01,"Female","Miscellaneous Offences"
10,2020-08-01,"Female","Miscellaneous Offences"
14,2020-09-01,"Female","Miscellaneous Offences"
7,2020-10-01,"Female","Miscellaneous Offences"
14,2020-11-01,"Female","Miscellaneous Offences"
9,2020-12-01,"Female","Miscellaneous Offences"
12,2021-01-01,"Female","Miscellaneous Offences"
9,2021-02-01,"Female","Miscellaneous Offences"
8,2021-03-01,"Female","Miscellaneous Offences"
15,2021-04-01,"Female","Miscellaneous Offences"
12,2021-05-01,"Female","Miscellaneous Offences"
8,2021-06-01,"Female","Miscellaneous Offences"
15,2021-07-01,"Female","Miscellaneous Offences"
16,2021-08-01,"Female","Miscellaneous Offences"
13,2021-09-01,"Female","Miscellaneous Offences"
13,2021-10-01,"Female","Miscellaneous Offences"
16,2021-11-01,"Female","Miscellaneous Offences"
15,2021-12-01,"Female","Miscellaneous Offences"
15,2022-01-01,"Female","Miscellaneous Offences"
15,2022-02-01,"Female","Miscellaneous Offences"
11,2022-03-01,"Female","Miscellaneous Offences"
9,2022-04-01,"Female","Miscellaneous Offences"
7,2022-05-01,"Female","Miscellaneous Offences"
9,2022-06-01,"Female","Miscellaneous Offences"
8,2022-07-01,"Female","Miscellaneous Offences"
11,2022-08-01,"Female","Miscellaneous Offences"
14,2022-09-01,"Female","Miscellaneous Offences"
14,2022-10-01,"Female","Miscellaneous Offences"
11,2022-11-01,"Female","Miscellaneous Offences"
51,2014-07-01,"Male","Miscellaneous Offences"
53,2014-08-01,"Male","Miscellaneous Offences"
59,2014-09-01,"Male","Miscellaneous Offences"
45,2014-10-01,"Male","Miscellaneous Offences"
39,2014-11-01,"Male","Miscellaneous Offences"
43,2014-12-01,"Male","Miscellaneous Offences"
50,2015-01-01,"Male","Miscellaneous Offences"
47,2015-02-01,"Male","Miscellaneous Offences"
64,2015-03-01,"Male","Miscellaneous Offences"
48,2015-04-01,"Male","Miscellaneous Offences"
50,2015-05-01,"Male","Miscellaneous Offences"
53,2015-06-01,"Male","Miscellaneous Offences"
52,2015-07-01,"Male","Miscellaneous Offences"
49,2015-08-01,"Male","Miscellaneous Offences"
36,2015-09-01,"Male","Miscellaneous Offences"
48,2015-10-01,"Male","Miscellaneous Offences"
42,2015-11-01,"Male","Miscellaneous Offences"
39,2015-12-01,"Male","Miscellaneous Offences"
54,2016-01-01,"Male","Miscellaneous Offences"
29,2016-02-01,"Male","Miscellaneous Offences"
56,2016-03-01,"Male","Miscellaneous Offences"
49,2016-04-01,"Male","Miscellaneous Offences"
53,2016-05-01,"Male","Miscellaneous Offences"
75,2016-06-01,"Male","Miscellaneous Offences"
41,2016-07-01,"Male","Miscellaneous Offences"
43,2016-08-01,"Male","Miscellaneous Offences"
33,2016-09-01,"Male","Miscellaneous Offences"
45,2016-10-01,"Male","Miscellaneous Offences"
53,2016-11-01,"Male","Miscellaneous Offences"
36,2016-12-01,"Male","Miscellaneous Offences"
40,2017-01-01,"Male","Miscellaneous Offences"
41,2017-02-01,"Male","Miscellaneous Offences"
44,2017-03-01,"Male","Miscellaneous Offences"
36,2017-04-01,"Male","Miscellaneous Offences"
36,2017-05-01,"Male","Miscellaneous Offences"
54,2017-06-01,"Male","Miscellaneous Offences"
36,2017-07-01,"Male","Miscellaneous Offences"
47,2017-08-01,"Male","Miscellaneous Offences"
43,2017-09-01,"Male","Miscellaneous Offences"
32,2017-10-01,"Male","Miscellaneous Offences"
45,2017-11-01,"Male","Miscellaneous Offences"
25,2017-12-01,"Male","Miscellaneous Offences"
50,2018-01-01,"Male","Miscellaneous Offences"
28,2018-02-01,"Male","Miscellaneous Offences"
38,2018-03-01,"Male","Miscellaneous Offences"
35,2018-04-01,"Male","Miscellaneous Offences"
32,2018-05-01,"Male","Miscellaneous Offences"
36,2018-06-01,"Male","Miscellaneous Offences"
31,2018-07-01,"Male","Miscellaneous Offences"
34,2018-08-01,"Male","Miscellaneous Offences"
31,2018-09-01,"Male","Miscellaneous Offences"
34,2018-10-01,"Male","Miscellaneous Offences"
40,2018-11-01,"Male","Miscellaneous Offences"
30,2018-12-01,"Male","Miscellaneous Offences"
37,2019-01-01,"Male","Miscellaneous Offences"
29,2019-02-01,"Male","Miscellaneous Offences"
47,2019-03-01,"Male","Miscellaneous Offences"
28,2019-04-01,"Male","Miscellaneous Offences"
52,2019-05-01,"Male","Miscellaneous Offences"
43,2019-06-01,"Male","Miscellaneous Offences"
51,2019-07-01,"Male","Miscellaneous Offences"
46,2019-08-01,"Male","Miscellaneous Offences"
31,2019-09-01,"Male","Miscellaneous Offences"
56,2019-10-01,"Male","Miscellaneous Offences"
35,2019-11-01,"Male","Miscellaneous Offences"
41,2019-12-01,"Male","Miscellaneous Offences"
40,2020-01-01,"Male","Miscellaneous Offences"
42,2020-02-01,"Male","Miscellaneous Offences"
61,2020-03-01,"Male","Miscellaneous Offences"
233,2020-04-01,"Male","Miscellaneous Offences"
82,2020-05-01,"Male","Miscellaneous Offences"
52,2020-06-01,"Male","Miscellaneous Offences"
51,2020-07-01,"Male","Miscellaneous Offences"
46,2020-08-01,"Male","Miscellaneous Offences"
59,2020-09-01,"Male","Miscellaneous Offences"
47,2020-10-01,"Male","Miscellaneous Offences"
41,2020-11-01,"Male","Miscellaneous Offences"
33,2020-12-01,"Male","Miscellaneous Offences"
47,2021-01-01,"Male","Miscellaneous Offences"
41,2021-02-01,"Male","Miscellaneous Offences"
43,2021-03-01,"Male","Miscellaneous Offences"
51,2021-04-01,"Male","Miscellaneous Offences"
39,2021-05-01,"Male","Miscellaneous Offences"
46,2021-06-01,"Male","Miscellaneous Offences"
39,2021-07-01,"Male","Miscellaneous Offences"
40,2021-08-01,"Male","Miscellaneous Offences"
34,2021-09-01,"Male","Miscellaneous Offences"
32,2021-10-01,"Male","Miscellaneous Offences"
36,2021-11-01,"Male","Miscellaneous Offences"
39,2021-12-01,"Male","Miscellaneous Offences"
43,2022-01-01,"Male","Miscellaneous Offences"
34,2022-02-01,"Male","Miscellaneous Offences"
44,2022-03-01,"Male","Miscellaneous Offences"
50,2022-04-01,"Male","Miscellaneous Offences"
40,2022-05-01,"Male","Miscellaneous Offences"
49,2022-06-01,"Male","Miscellaneous Offences"
49,2022-07-01,"Male","Miscellaneous Offences"
29,2022-08-01,"Male","Miscellaneous Offences"
35,2022-09-01,"Male","Miscellaneous Offences"
48,2022-10-01,"Male","Miscellaneous Offences"
44,2022-11-01,"Male","Miscellaneous Offences"
170,2014-07-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
169,2014-08-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
175,2014-09-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
189,2014-10-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
165,2014-11-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
178,2014-12-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
175,2015-01-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
194,2015-02-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
194,2015-03-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
179,2015-04-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
189,2015-05-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
177,2015-06-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
199,2015-07-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
180,2015-08-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
171,2015-09-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
197,2015-10-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
166,2015-11-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
168,2015-12-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
176,2016-01-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
188,2016-02-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
192,2016-03-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
175,2016-04-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
170,2016-05-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
194,2016-06-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
205,2016-07-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
205,2016-08-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
206,2016-09-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
175,2016-10-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
184,2016-11-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
193,2016-12-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
210,2017-01-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
208,2017-02-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
205,2017-03-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
174,2017-04-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
180,2017-05-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
198,2017-06-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
176,2017-07-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
191,2017-08-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
183,2017-09-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
169,2017-10-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
188,2017-11-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
175,2017-12-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
183,2018-01-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
177,2018-02-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
197,2018-03-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
182,2018-04-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
205,2018-05-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
195,2018-06-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
200,2018-07-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
206,2018-08-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
180,2018-09-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
197,2018-10-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
188,2018-11-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
178,2018-12-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
172,2019-01-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
176,2019-02-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
185,2019-03-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
177,2019-04-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
211,2019-05-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
163,2019-06-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
193,2019-07-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
177,2019-08-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
185,2019-09-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
204,2019-10-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
191,2019-11-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
163,2019-12-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
195,2020-01-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
182,2020-02-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
194,2020-03-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
567,2020-04-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
322,2020-05-01,"Female","Offences Against Justice Procedures, Govt Sec and Govt Ops"
